text,label
十几年 前 没 玩 耳机 没耳放 短暂 拥有 推不开 出 可惜 点 现在 买不起 经典 好 监听 耳机,1
现在 新版 是不是 不,0
到家 翻出 吃 灰 已久 细细 听 真是 不错 以前 觉得 不 出彩 似乎 音量 开得 太 保守,1
其实 所有 曲目 耳机 要求 低 失真 当然 大 动态 音乐 交响曲 再 增加 要求 耳机 动态 大 语言 类 人声 类 动态 比较 小,-1
三代 这种 精致 声场 风格 醉,1
只 说 声场 开放式 干 封闭式 持 怀疑 态度,0
一代 横向 声音 都 相对 较为 窄 纵深 比较 好,1
现在 都 新 耳机   煲 一下 再 评价,0
声场 无边无际 对此 表示 无 语,-1
三代 印象 不得不 说 一句 搭配 组合 本身 太 偏向 天龙 耳机 三代 不是 太 友好 马兰士 配 天龙 耳机 一家亲,1
古典 动态 大   高潮 不削 顶   部分 电平 低   流行歌曲 动态 小   整体 电平 高   下个 音频 软件   对比 下 波形 很 明显,1
三代 现在 没 看到 失真 瀑布 图 测量 很 好奇,-1
想 升级 没货,0
  这位 大佬 设备 看起来 有点 眼熟,0
建议 购买 一台   前级 老牌子 前级 放大器 耳机 口 插 老 耳机 都 相当 水准 音源 当然 建议 传统,1
這麼 多款 上個 雜食 石放,0
加老机 讨论 群,0
不解 最 低级 器材 组合 出来 声音 并未 减少 听者 获得 愉悦 满足感 这种 感觉 收获 远远 大于 现在 高音质 器材 产品,0
年 家里 偷钱 买 第一幅 换来 爸妈 混合双打 现在 都 记忆犹新 耳光 扇    ,0
道理 很 简单 新 流行 文化 消费 需求 更 紧迫 更 在乎 听到 新 音乐 歌词 说 故事 凯丽金 出 新 萨克斯 磁带 能先 听到 最 开心 而用 设备 听 没 紧迫 便携 磁带机 便携机 价格 差异 极大 升级 硬件 花费 很 高,-1
年 国外 已经 大奥 显然 外国人 早已 觉得 垃圾 音质 影响 听歌,-1
确实 梗 同样 磁带 磁带机 上 听听 歌 感觉 差距 不大 去 听 声音 区别,-1
不能 脱离 时代背景 讨论 问题,0
农村 弄 复读机 原配 耳塞 买点 元 盗版 磁带 听得 很 舒服 初中 去 县城 上学 有个 同学 家庭 条件 好 当时 应该 玩 那种 比较 好 磁带机 森海 可能 当时 说 几百 一套 都 惊 说白了 那句话 没有 对比 没有 伤害 不 知道 坐井观天 没 了解 心里 痒,1
中学 都 巨款 好 不 上学 那会 大耳 觉得 超级 贵 好几千 还 买 耳放 一笔 大钱,1
买 两次 路过 帮顶,1
用家 帮顶 赞同 楼主 听感 真的 人 吃惊 耳机 封闭 耳机 居然 自然 开阔 声场 听 古典 大 编制 音乐 时有 辉煌 堂 音真 堪称 古典音乐 神器 性价比 真是 挺强 价位 内 唯一 槽 点 重量 想 试一试 重量轻,1
楼主 辛苦 现在 手持 本来 打算 价位 二手 看 楼主 文章 心动 不 知道 比难 推 不,0
楼主 这毒 放得够 狠 不 知道 三频 均衡 度,1
水军 一点 不虚,0
看来 疫情 过后 收 一只 玩玩,0
封闭式 声音 估计 会 暖 中频 厚度 那种 人声 试试 相对 均衡 风格 大部分 人 更 容易接受,0
入 便携 推 相当 不错,1
先顶 贴 看帖,1
台 原创 胆放 有空 去 玩玩,0
牌子 还 活着 他家 声音 干冷 硬 非常 难听,-1
流云 兄好文 支持 下,1
玩过 一段时间 感觉 特色 态度 还 诚恳 审美 品位 审美 相对 平庸 国货 总体 说得过去 相比 更 高级 差距 还 挺 大 现在 还 见到 还 真是 不 容易 耳罩 保养 挺 好 其实 使用 习惯 器材 声音 都 不会 差 呵呵 帮顶,-1
帮顶,1
光纤 只会 放大 相位 噪声,0
同意 凤凰 观点 界面 很 好 光纤 理论 上 高度 实际效果 呵呵,-1
配文青线,0
太傅 乐,0
老实 说 原线 拖后腿 太糊,0
盒子 打开 看到 绒布 垫子 知道 不是 近期 版 现在 都 海棉 垫子,0
现在 好像 都 楼主 钱 拿下,1
最牛 应该 号 附近 过度 时代   全送,1
实践 为主,0
现在 人 听歌 有没有 感情 都 看 器材,0
,0
歌德,0
低频 确实 很 厚度 结像 没 纤细 现在 推 低频 不错 类型 相比之下 生硬 不够 柔和 底气 没 足 动态 很 夸张 有点 用力 过头 感觉,1
耳放 很 强 单个 推 没 问题 追求 极致 双,1
基本 都 买 安心 听 音乐     冲新 应该 不 后悔,0
万元 内 不错 买 后来 咸鱼 出 嫌弃 巨大 出 声底 清晰 微暖   强,1
胆机 容易 出底 噪套 算是 胆结石 估计 胆前级 出 问题 几率 不 低,0
有没有 试 拔掉,0
前 用户 说 一下 意思 低 输出阻抗 用来 接高阻 耳机 意思 高 输出阻抗 粗浅 理解 相当于 串联 电阻 用来 接低 阻高敏 确实 功率 大,0
买 新 不 买 旧 肯定 没错 凯音 淘汰 一手 买 天窗 版 都 出手 很多年,0
买 大师 版,0
教训 告诉 千万 不要 轻易 买 国产 产品,0
好奇 凯音 二代 芯片 不是 唯芯论 都 没见 家 有人,1
这种 情况 先 检查 家里 接地 不 清楚 全部 上墙 透明胶 带 贴 插 头上 断开 地线 再 试试,0
耐 听 细节 上 取得 平衡,1
感觉 耳机 音乐 听 带入 感 细节 太 有时候 不好 听 细节 没多 爆炸 异常 自然 好比 音频 中 鸟叫声 惊到 戴 耳机 去 找 下世纪 格雷 解码 信息量 爆棚 很多 信息量 解码 却 更好 听 对比 音箱 来讲 音箱 想做到 这种 沉浸 式 听 感 最少 需要 单独 听音 室 做到 隔音 合理布局 起码 一步 几万 下不来 箱子 低频 想 推好 需要 下 一定 功夫 几个 钉子 都 影响 效果 当然 话 不 绝对 耳机 应用 场景 或许 更广 只不过 耳机 水准 提升 较为 困难,-1
没有 人 知道,0
改 线 电加   线电用 加 播放 盘 里面 音乐 对比 万元 以内 玩 个数 播 全部 秒杀 注意 秒杀 万元 以上 不好 说 没 听 确实 方便 手机 控制 界面 非常 赏心悦目 懂 人 不太多,-1
补图,0
去 配置 准备 下单 解码器 比较 中,0
解码 钱,0
支持 国货,1
款 泉 一架,0
挺不错 预算 足 建议 直接 终结者 提升 很大,1
耳房 实在 得换 麻烦 推荐 新 耳房 耳机 预算 二手 不 超过 当然 能少点 更好,-1
大耳 低音 只会 更好 更 震撼 会 身上 每个 细胞 都 跃动 起来 几百元 入耳 战悚 感觉 说明 耳朵 太 容易 满足,1
入耳 不 低频 做 过量 情况 下 还 保持 低频 力度 质感 塞子 很少 低频 量 小 四 相当 大耳 却 低频 做到 拳拳 肉 细节 丰富 残响 自然,0
东西 都 人 做 无论是 类型 设备 想 都 做 低音 很多 手段 高音 去掉 即可 问题 没有 肯定 答案,0
箱子 低频 身体 震动 起来 大耳 低频 脑浆 震动 起来 塞子 低频 耳膜 震动 起来,0
站楼,0
耳罩 厚 可怕,0
耳放,0
鎏金,0
创始人 搞 东西 看上去 气动 高音 做 耳罩 里,0
老哥   请教 下 是从 海淘 大概 算下来 钱 多久,0
以前 关注 系 气动 单元 箱子 听 起来 很闷 觉得 声音 打问号 耳机 通透 度 细节 解析 分离,0
恭喜 值得 保有,1
真是 不花 一分钱,0
内蒙古 马奶酒,0
来看 真的 太 好听,1
口水,0
羡慕 值得 拥有,1
恐龙  ,0
神器   赶快 出 旗舰   对抗    ,0
预算 不够 搞 果断 不要 试听 机会 不试 听听 以后 口水 不能 入手 实在 太苦 逼,0
草 放毒 恐龙,1
  雷总给 分数 少 点,1
楼主 运气 不错,1
电源线 声音 影响 往往 信号线 大 讨论 线材 找死,0
目测 一大堆 绿檀 高中 物理学家 正在 赶来 喷 路上,0
器材 本来 电 发声 线材 自然 重要,0
内部 太素 脑 放开 不 起来,0
已经 购物车 看 拆机 图 果断 不买,0
请问 楼主 机器,0
老实 遥控 不 方便 都 假,-1
顶,1
我用   低頻 還強   溫潤 耳機   加乘 效果,0
用过     一两个 更 早 型号 都 挺不错,1
克和克要 不要 继续 研究 先问 脖子,0
脖子 告别 所有 以上 平板,0
重量 很 看 人 人戴克 舒适 人克 受不了,1
个人感觉,0
选轻 重 平板 会 颈椎 痛不欲生,0
大佬 推荐 原创,0
颜色 不错,1
铁三角 原来 飞翼 护垫 舒服   现在 这种 舒服,1
电脑 电磁干扰 不止 会 影响 电脑 内部 传输 线路 离得 近 应该 还会 直接 影响 解码器 耳放 直接 单单 只 关注,-1
国货 好 国外 照样 代工 贴牌 垃圾 货 没 好 说 很多 看起来 很火 东西 不 一定 好 男人,-1
换成   乌克兰   都 不会 有人 黑,0
吹 少 自然 黑 少国 外国货 没黑,0
问 大哥 买 不 买,0
国产 文案 都 好 期望值 高,1
确实 应该 降低标准 毕竟 自研 芯片 还 没有,0
捧 只 铁碗 陶瓷 碗 吃饭 区别,0
纸上 得来 终觉 浅   绝知 此事 躬行,0
楼 说 很 详尽 准确,0
平板 应该 强于 动圈 习惯 动圈 耳朵 能否 接受 不 声音,1
平板 低音 不太好 有量 没质 下潜 不够 深 低音 比较 混和糊 缺乏 低音 精确 描绘,1
速度 力量感 都 差强 柔顺,-1
都 会 发热,0
说 同一个 线 不同 人 做 差异 俩个 不同 线 区别 几个 老烧 听 说 线材 调音 真的 全面 超越 尤其 一部分 高价 线 注意 一部分 线材 市场 水分 太 鱼龙混杂,-1
很 好 帖子,1
非常 调理 分析 想必 懂 欣赏 音乐 玩家,1
一点 器材 为先 器材 没 搭配 线材 调音 思想 其实 错误 拆东墙补西墙 上面 说 线 听 真的 调音 线 不是 真的 素质 好 线 这种 线 很 贵 领悟 去 始终 觉得 器材 好 再 去 搭配 好 线材 提升 很大 实际,1
看 展会 商家 普通 线中 端线 弄,0
可惜 美国 兰迪 基金会 悬赏 已经 取消 老婆 名利双收,0
请问 楼主 甲乙 两条 纯铜 线 甲线 描述 高频 延伸度 很 好 达到 空间感 中 细节 还原 很 好 现在 资历 可否 解释一下 甲线 物理 化学 结构 工艺 达到 状态 而乙线 却 不能,1
建议 买 那种 人 二手 还少 线 至少 证明 一定 水平,0
强文 实实在在 烧友 不 懂线 喷子 义和团 众 已经 路上,1
音乐 心理学,0
肉肉   屁屁   痘痘,0
广东 烧友 交流 长三角 烧友 闭门 偷着乐,0
玩 最初 是从 香港 传到 广东,0
靠近 氛围 最先 香港 带 起来,0
近年 江浙沪 比较,0
上海 服不服,0
主要 电子零件 加工 都 很 成熟,0
提 一下 目前 台 左右 预订,0
消息 耳塞 区 发 一下 关注 人会 更,0
私 以为 越 越 容易 同质化 越 同质化 越 没有 竞争力 便携式 产品 走 简单 好声 价格 不贵 路线 个人 想法 不 同意 没 说,1
轻便   不 占地 操作 方便 适应性 好 声音 不 拖后腿 觉得 足够,1
支持 支持,1
性价比 太猛 厂家 低价位 耳放,1
每次 看到 这家 就要 吐槽 产品 命名 真 搞不懂 规律,1
插 充电 宝能 不能 带 跑,0
双十 已经 撸 两件套 之前 听过     千元 小 解码 耳放 声音 都 已经 喜出望外 系列 闭着 眼睛 买 还 撸 咨询 行家 说 充电 宝 诱骗 线 两个 方案 声音 差不多 等到 试试看 价格 有点 小贵 酱油 贵过 鸡 感觉 先放 一放 下次 再 考虑,-1
问 客服 说 系列 使用 电源 买 家里 转盘 兼容 使用 反正 烧鸡 客服 说 保,0
值回 票价,1
看 导向 孔是 向下 环境 容忍度 应该 不错,1
没 对比   凑合,0
考虑 加点   箱子 中频 包 满意 少女 编号 里 特大号 手办,0
正在 出   性价比 很 高 关注 一下,0
真力 不错,1
建议 装备 栏 一套 综合 表现 超越 低音 管理 想象 中 简单,0
真力 不错,1
最近 想入 有源 监听 想             中选     感兴趣 求 推荐,0
箱子 预算 入 即可 没什么 区别,0
纠结 中 准备 考虑 入手,0
大奥,0
价格 无所谓 那选 最贵 一定 没错,0
人声 电影 不错,1
只 想 说 有人 告诉   标点符号 不要 信,0
推荐 金 平面 目前 上台 机听 交响 古典 三星   直 推当 随身听 起码 觉得 很 好,1
感觉 经历 战火,0
短暂 玩过 金属 的确 不错 极致 线 值得 玩,1
陪 年 成色 好 一点 有限 耳罩 换头 垫 已经 换 圈 依旧 屹立 鼓 边上,1
真的 好文,1
好文先 顶 后 看,1
看 完 没有 毒性,1
推,0
楼主 辛苦 理解 深刻 文笔 南京 百家 湖 一带 风景 宜人 听音 好 地方,1
不爽   比差 不少   流行 人声  ,-1
不好,-1
以下 档次 古典 最好 德国 大师,1
直 推 肯定 不错,1
玩 多年 箱子 耳机 两 牌子 真 没听说过,0
他家 中端 电源线 挺 好,1
试过 搞 一只 再 退烧 不 迟 狗头,-1
都 好 耳机 可惜 前端 太 差 耳机 真正 实力 基本 都 没有 发挥 出来,-1
总结 不错 黑标 不是 定位 之间 单纯 调音 改版,1
德国 机 不 推荐 尤其 听 古典,0
肯定 选 嗓子 不 考虑,0
红 参考 声音 非常 好 光头 读不出 碟 估计 那台 机器 事 和弦 都 差不多 市面上 最贵 最 稳定 转盘 还 读 不出 碟,-1
,0
四 螺丝 版苏 斯瓦拉,0
香格里拉,0
,0
这种 线 电脑 集成声卡 音箱 动态 范围 直接 减少,0
问题 平衡 转单 端的 问题 举个 例子 草医 兼容 平衡 单 端的 两极 单端 三极 平衡 有个 输入 源 切换 功能 平衡 输入 下 接入 转 平衡 头子 效果 切换 成单 端 基本 射耳放 没有 设计 单端 输入 可能 会 不 效果,0
原理 上 没有 问题   无所谓   需求,0
确定 是不是,0
建议 楼主 解码 一体机 型号 报下 至少 拍个 后面 接口 照片 大家 看 一眼 明白,0
小不点,0
丽特 再生 电源 功能,0
日本 电压 市面上 转 那种 千万 不要,0
三五天 不 关 夸张 屋子 人 接力 听,0
没有 机器 规定 每次 使用 时间 合理 使用 范围 内 都 应该 不 需要 担心 机器 本身 问题,0
需要 听 开机 先烧 几分钟 听 闭关 机就行,0
价格 便宜,0
声音 較 寬 松線 不同 條線 推力 要求 一樣,0
比较 绵软 宽松 暖厚 声 有点 怪怪的 相对 紧 一点 选择,1
其实 有点 玩表 差不多 几千 快 几十万 分辨 出 走时 精准度 肯定 不能 表芯 结构 工艺 镶嵌   外壳 确实 很大 差异 体现 一种 智慧 个人 觉得 天价 线有 一半 价值 都 不是 声音 上 方面 多数 人 来说 不值 有钱人 来说 不在意 跟表 表 还 不是 想 买 想 买,-1
我用 最 特别 线 原来 一条 纳米 金 电源线 第一次 感觉 电源 区别 大 换上去 以后 整个 声音 都 抹 奶油 如丝 般 顺滑 顺滑 以后 淘太 难听 最 不值 一条 木内 夫   左右 一条 电源线   觉得 没有 区别 闲置 半年 以后 换 设备 出来 一下 发现 还 不错 一个月 以后 卖 不值,-1
两年 前 刚入 到处 找耳放 后来 阴差阳错 入手 现在 耳放 自我感觉 良好 从此 不 不再 关注 安心 听歌,-1
精彩   可能 会有 底噪 问题 很 严重 不 确定 是否 每台 都 那台 问题 声音 方面 值多 价格 染色 很 好听 不 确定 是否 高文 风格 高文 毒文 描述 接近,1
超鼠 铁三角 搭配 听 感 都 还 不错,1
好 其实 当时 盲 狙 意外 还 挺不错,1
,0
问问 不要 买 为啥 二手 不好 出 他家 不 重视 国内 市场 没 枪手 关注度 不高 东西 还 行 不是 那种 玩玩 出 心态 安心 搞 搞,-1
他家 耳放强 以前 听过 他家 档 一体机 解码 拉 跨 送 后来 当纯 耳放用,1
很 适合 古曲 弦乐 声音 比较 模拟 我用 一年,0
蓝宝石 金 画眉 明显 高 档次,0
出台 老何 解码 挺不错,1
学习,0
楼主 住 窑洞 里,0
以为 木碗 公布 恭喜 楼主 喜提 皮碗,1
随便 选,0
输出阻抗 欧 排除 欧 以下 低阻 耳机,0
推系 有点 浪费,0
,1
赞   杰 长老,1
,1
几张 专辑 听 一下 确实 不错 收藏,1
国内 商家 美的 理解 真的 一言难尽,-1
推 明显 效果 中频 终于 不 凹 人声 饱满 圆润 齿音 不 刺激 低频 不肥 依然 保持 深沉 有力 有形 低频 高频 依然 华丽 贵气 立体感 出来 只不过 横向 声场 变化 不 大,1
自带 解码 耳放 新版 直接 平衡 口 耳机 插上 就行了,0
东西 周边 挺 敏感 线 换 一下 用个 好点 数播 机线 换掉 搞个 两位 电处 都 会 提升 明显,1
太傅 乐,0
已经 很 好 再 升级 万 以上 解码 才 有意思,1
有钱 好 玩意 不 便宜,1
必经之路,0
听 年 飘过,0
耳机 发烧友 必入 型号,0
烧友 必经之路 基本上 退烧 货 上限 很 高 耳机,-1
感觉 听 感上 稍微 讨好 耳朵 点耐 听度 都 差不多,-1
六百 性价比 完成度 调音 完整性 都 堪称一绝 素质 一堆 吊打 来说 永远 最讨 耳朵 字 舒服,1
,0
易 推不出 恶声 适合 流行 已经 推动 有模有样,0
佩戴 素质 都 强高阻 开放式 高 低频 表现 都 很 出色 后续 提升 空间,1
玩意 准备 卖年,0
听说 挺 流行 不错 听 古典 没 人 使用,1
梦回 年 喜欢 调音 机子 现在 实在 没 优势,1
马兰士 无关 当作 几年 前 组合音响 范畴,0
不是 开口 十万 人,0
没 玄乎 规模 感是 自带 不是 耳放 阻抗 欧 灵敏度 不 低 插 上 照样 恢弘 大气,1
实体店 体验 感觉 直接 问 实体店 里面 一套 搭配 钱 不 完事,0
同意 楼上 实体店 体验 觉得 不错 参考 实体店 搭配,1
天使 人间,0
为啥 看 别人 说 实际 万元 内 一体机 推 照样 听,0
口 嗨 不 代表 实践,0
实体店 卖 耳机 设备 不是 土豪 压根 不要 想 说 推荐 上万 没有 万元 投入 最后 想 买 只能 盲 狙 租 器材 试听 再 买 展会 倒 试听 低中 高 设备 耳机 环境 吵杂 影响 一点点,0
没钱,0
消费 降级 玩不起,-1
买光,0
听过 白金 垃圾 中 战斗机,-1
接 视频 不当 挺不错,1
正在 这款 线 挺 好,1
设备 对线 敏感 程度 没有 模拟 线大,0
交换机 每个 端口 性质 都 会 略微 区别 不同 信号线 之间 互感 互容会 引起 线上 噪声 东西 学术 上 叫做 串扰 隔开 必要 数字 讯号 间隔 越 远 干扰 降到 越低,-1
不值 价格 补品 价格 等于 耳放 价位 才能 出好声,1
逛 一年 论坛 准备 买 必须 橙红色,0
搜下 适应性 蛮广 耳放 喜欢 买 二手 出,1
必须 色,0
完爆,0
